OriginalText
"This will be a very personal review tied to my personal experience.Concord deserved so much better. My honest opinion, it was fun, I loved getting to play hero shooter which was not following the f2p formula and it was a fresh breath of air after all the years Ive spent in Overwatch. To call it a clone is to admit you didnt understand the core mechanics of the game.There were little to no team synergy as which characters built the best team or even a team doomed to lose and instead it focused on player synergy. You played your characters in the order you wanted to obtain buffs provided by their class, creating your optimal build for your favorite freegunner. It was team-based but you are the one looking out for yourself making sure you achieve your ultimate build while securing kills or the objective. There was no classic healers for you to blame if you died. Where there were classes suited for a tank role or support roles, everyone is more or less a DPS with who can fend for themselves but the game did reward those who played in a coordinated unit. The game had a slower TTK removing everyone's ability to one-shot to allow you to play out your cooldowns rather than the first person to spot the other player wins. This was up my alley but its not for those who enjoy a more sim-like experience. No character felt obnoxiously balanced at launch while Teo was quite insane during Beta but keep in mind these types of games cannot be 100% balanced but I think this game was pretty well rounded. While there were a couple of characters which were on the stronger side, during the time it didnt feel as obnoxious as Overwatch could feel at times although I can see how time would offer times in the game where balance could prove a challenge as balancing these sort of games is nothing to scuff at.I loved my time on Bazz which was my favourite character. Shes not a character im drawn to in games per usual as Im typically a support main but I loved her hyper aggressive nature and I built her to favour range and speed, sometimes with improved dodge and reload on top if I couldnt access my build by my favoured freegunners. It was a blast!I enjoyed the selection of maps to play on. During beta it didnt feel enough but once launch game around there were enough maps for me to not make it feel repetitive during the time I played. Train troubles were my favourite of the maps as it offered a fun level of tunnels and elevated angles. All maps were mirror based like arenas and if it eventually would have had more game modes I wouldve liked to see maps that were less arena likes.The game modes were pretty standard with the exception of the single spawn game mode, that one was unique to Concord and the most competitive mode and ideal if you had a communicating 5 stack. I spent most of my time in the objective based modes which were not as hard core as single spawn but had more to offer than just TDM which were my least preferred mode.The character designs were unique and their fashion could be really out there which was cool to see in a sci-fi as it makes me feel like this is not set in my time and their fashion has different values than the ones from my time such as how historically men wore high heels while today that has flipped. The more simpler designs opened up for more skin possibilities down the line and silhouettes were all distinct and and characters had unique movement animations even down to their dodge. I would have liked to see less humanoid aliens down the line as we have seen non humanoid characters function in shooters in the past such as Overwatch so there is where I would like to see more creative liberties taken. At launch I didnt think the skins were the strongest but there were still skins that stuck out as great, the legendary It-Z skin for example looked great while Jabali's legendary suffered the same issue as Overwatch's Junkerqueen's legendary skins did at launch where they are different but they do the same thing as the default skin, like it is two different concept arts for the same skin.For pronouns which was apparently a point of contention, idk why people are fighting over it when at the same time use pronouns for Star Wars robots and droids or even boats which has been done for generations.In conclusion for me, Concord was another hero shooter, it had a few elements unique to its structure, it wasnt industry changing but nor did I expect it to be just as I do not expect any upcoming MMO to the a WoW killer or hard rival, just something more for us gamers to play and enjoy to provide variety to the market and Concord did that for me. Concord was its own take on the genre and I am very disappointed It didnt get the marketing it deserved. Like any game Concord wasnt for everyone, I have yet to find a game that is, its just a shame how we have to build factions of hate and ridicule around games and cheer when people lose their jobs and communities the game they enjoyed together. Not everyone who disliked Concord took part in this but I saw it in many places on the internet and it breaks my heart. I feel for anyone having to go through this with any game. Concord is not the first and wont be the last.I wish the developers and the Concord community the best. I enjoyed my time with you and I never wanted the forced Steam refund to come through. To me you deserved to keep the money even with my limited playtime. I clearly saw your hard work and dedication and on top of that a really awesome community rare to competitive multiplayer games. You guys rock, thank you for a great few weeks its been a pleasure and I'm so sad to see it end."
it was a good game for an entire 10 hours
I had fun! Some cool ideas! Oh well.
"Honestly for being just a hero shooter, I was having a blast with the game! TTK was slower, but a good pace, every character felt useful, And roles were highlighted in each character but not straight forced into that role. I really hope to see this game come back with some Single Player/Co-Op content built off what they already have. Heck even throw in a Campaign mode with all the Cinematics they had going.There were some downsides like some of the Cosmetics and how there were only a few game modes at launch that were all really close to the same thing. But it wasn't anything major.Game was honestly a solid 7-8/10 and one of my more favorite gameplay wise out of the Hero Shooter Genre."
What little chance I had to play I enjoyed. The characters aren't the most unique but if this game wasn't $40-60 I think it would've had a better chance. Had to make sure I got a few achievements before the shutdown and playing at 2am in the morning wasn't the worst way I could've spent the night.
R I PMoment of silence :(
"I avoided the internet for the last two weeks because of spoilers. You guys have no idea how excited i am to play this. I finally bought it today on september 6!I played for roughly 4 hours and there is this cool feature where the game puts you in the same lobby with the same people all of the time. Searching for a game is a little bit long tho, probably to many players crashing the servers. Gaming in 2024, am i right? Haha!Anyway, I'm super excited for the future of this game! Definetly recommend :)"
RIP. Gone too soon.
"Good game. Fun mechanics, beautiful graphics, great music and sound. I love the Disney-like cutscenes and art style, it immediately feels warm and familiar. No bugs to be seen, very surprising for a new game. The theme is Guardians of the Galaxy meets Overwatch, but the gameplay is fresh and interesting. I love the timed racing mode, it reminds me of Mirror's Edge parkour. More games should have skill trials like this.I'm sad to hear about Concord's early end. I guess people don't spend much money up front on multiplayer games since so many are F2P now. I don't blame anyone for saving money, but I guess we're stuck with loot boxes and virtual currencies forever. I hope Concord comes back with a F2P makeover so more people can see how fun it is."
Can't wait to play more this weekend
The big one was my favourite
"Mark my words. This will be rebranded as a F2P shooter with microtransactions and battle passes out the ass.If you can't give me anything better than a stuttering 60 FPS on a RTX 4070 with DLSS on ultra performance & lowest graphics settings, you can keep it."
Kinda enjoyed the game but it was released at the wrong time with unappealing characters and it's shutting down in a day. Shooting felt nice though. Glad to be one of the 20 people who's played this.
i was here
Great map!
"Probably the best hero shooter plagued by players who ""need games that innovate"" - The game came out too late and didn't have quite enough content at launch. It ran great, looked great and was fun to play. Shame that it got shut down, I hope to see it come back as a F2P game soon."
Proud to be one of the 12 people who played this.
"FPS game with the META being heavily dependent on grouping up with teammates. I've never played a game like that before. Also a lot of subtle unique things about the game that add to the gaming experience, from building teams, getting crew bonuses, etc."
"Really wish more people could have experienced this game; It had a lot to offer, unfortunately the market it was competing in is over-saturated with FTP games reliant on micro-transactions."
this game got me hard
i can't wait to play this on september 6th
"damn, rip concord tho :/"
"They Concked the Cord, Corded too close to the Conc, and yet, I find myself longing for their gentle Conc on my Cord."
Come back you fool I wasn't done playing!!! >:((  Whatever... return whenever you're ready with more game modes and more support characters. Maybe even a pve c
"I tried to get the game to boot, but it continued to fail to launch. It was unclear if the problem was the DRM or something else, as I was able to get the game's launcher working but nothing else. This was several days before the developers announced that they're closing the game. I would seek a refund, but I got a code for the game for free, so whatever."
"I some kind feel bad for the developers. Most people are bashing this game for the character design and honestly I'm not a fan either. But gameplay wise it is actually a decent arena shooter with fun mechanics, top graphics and great character voicing. I have a feeling that if they had released the game as free-to-play, it wouldn't be such a disaster."
"I will say that this game wasn't perfect and it did need some more work done to it. At first I didn't like the game but my brother loved it. So I kept playing with him every night after he got home from work and it slowly grew on me. We would always see the same people playing and be like ""oh shit it's that guy again!"" and try our best to beat them. One that stood out was a player named Milky Gluten and their buddy Shouty (I think that's how you say or write it). But they would lay us out about every time we went against them. We did beat them once or twice but my brother and I would bring them up when we were doing something else. He would say ""I bet they are 20+ Levels ahead of us now."" or ""do you think we will see them today?"". When we did see them he would say ""lock in brother we got to beat them this time."". GGs to both of you and you both were great opponents.I will wrap up this sob story now and say that I really did appreciate the time I spent on this game with my brother and I am sad that it is gone now. Not because the game is gone but that my brother is a little heartbroken over it being gone. He really did love the game to death. But we all have that game we love to death and hate to lose it. Mine was Battleborn and RE Operation Raccoon City which both weren't stellar games. I will end it here and say GGs to everyone who did play against my brother and I.Thank you."
"One Last Ride,I am not sure where to begin, this game is the Icarus of the modern era. An IP that dreamed too big, soared too close to the ever burning sun that is the hellfire of gamers only to come crashing down on its own magnitude.This game made me feel the world could heal, so it only seems fit it would die too soon; Proving we are in the end game now. The world wont heal, Earth is dying and we have no magni to call for its champion.Cheers to the end of times. You wont be missed."
"""What? Most people never get what they want. Set your expectations. Low. And prepare to be disappointed.""-Haymar of the Northstar"
9/10 gone too soon
"I must be drinking clown juice because I actually enjoyed this game. RIP Concord, good luck to the developers for the future <3"
The Game is dead. From August 23 to September 4 R.I.P. Thanks for playing
So that's how the AAA of E.T for the Atari played like. Only played one game won now Im on 100% winrate
"It's a video game tbh, it's fine.Shame really."
I personally enjoyed the game and was excited to see the skill curve of this new title compared to other similar games in the genre. Vale's manual reload tech + headshot reload bonus + Tactician reload speed buff was pretty insane but fun.
Maybe Good
"Roka was the bestShe played a lot Quake 3 Arena during her young age.She will be missed.Unfortunately, I will never know why the robot chose to be a he/him."
"Well the game is dead. i had my fun and would love to still be playing it but hey it is what it is, thanks valve for refunding me just wish it waited till the servers were actually shut down."
A rather well-made game with ugly characters that seems to have been ripped off from Guardians of the Galaxy and others of that irk. A lot of work went into the game with lore and background and more.
"Game ruined by the maga mob.Also known as the broke mob.Also known as the korean Bunny enjoyers.Also known as people addicted to gambling on lootboxes.This game had no microtransactions, no battlepasses, no cash shop, and this mob ruined the game.I will make a server for my friends to keep playing it."
"A solid game with good ""hero shooter mechanics"". Died way too soon because of uninspiring and boring character design... and the modern-day mob of ""gamers"" that would prefer a game be ""free-to-play"" with ungodly amounts of skin packs to purchase and a $30 battlepass."
"well, that was quick, LOL. pls go free to play, refunding was the right move, now follow that up with a f2p model, games fun. would recommend if FREE"
Had fun playing it with the other 3 Concord players.
"Incredibly stylish, funny, interesting. Taken offline before its time. : ("
"I hold the worlds shittest game in my steam library, My account has literal history attached to it. Behold Stink...Pros - Trashcan RobotCons - Everything ElseI rate Concord one dead game out of a pile of forgettable trash. Concord would be more useful as ammunition for the pringles can that is called 1-0FF"
shame
"Game Review:[Game Title]Rating :  ( 0/5)Overview:m e lay:From the moment you start [Game Title], the gameplay is a disaster. The controls are horrendousclunky, unre sponsive, and inconsiste nt. Every action feels like a struggle, wit requent input lag and frustr ating del ys. The games mech anics are p ense of innovation or polish.StoThe narrative, n e ven be called that, is a complete mess. The plot is incoherent and lacks any semblance of depth or origi he are b land an eloped, and the dialogue is cringe-wo rth y, contr ibuting not hing to t e xperie nce oth than to increase the players frustration.Visuals and Sound:Visually, [Game Title] is n abomination. The graphics are reminiscent of early 2000s technology, with blurry textures and awkward character models. The art style, if one can call it that, isce:In summary, [Gam e Ti tle] is a colossal failure on every front. It is an utter waste of tim e play, story, and presentation combine to create experience that ising than enjoyable.For anyone considering [G me Tit l e], its best to av i d it ogether . There are far better options available that offer a more enjoyable and polished expe rie"
im gonna miss you
Concord deserved better.
"Most fun MP game I've played in a really long time. Reminds me of Halo 3/Early Destiny PVP. Very sad to see it go, but hope we get to see Concord come back someday, and if that day comes I'll be there. Freegunners for life!"
"Concord didn't get a proper chance. Bad marketing and art direction are defintely points as to why it didn't take off as intended. But the gameplay is solid, the character ability design is great and there's a lot to like. Unfortunately, there is a whole lot of people just going around bashing a game that they would never care about in the first place. Sad."
Wish sony paid me to shill this game too.
I really enjoyed this game its a shame to see it die after less than two weeks of full release...
"The gameplay was actually really fun.I really hope they bring this game back, and soon."
"Game is going offline September 6th, 2024, DO NOT BUY IT!!!"
Great game in my opinion. I never liked hero shooters until i played this one. Overwatch was way too slow for me. This one was far more exciting and fun to play.
The single achievement I got from this game is going to haunt me forever.
love this game :)
Purchased today to support the devs. looking forward to playing it this weekend!
"a solid game bugged down by overwhelming negative to mixed reviews. gameplay was good, no microtransactions, variety of characters and roles to pick from and was only 40 dollars with promises of free dlc and characters. shame but the gamers have spoken. hopefully concord goes f2p but well see."
"Everyone else hated it. But my old ass kinda liked it.The combat kinda felt like OG Halo did on PC way back in the early 2000s. Add in the color and a pleasant art style that I enjoyed, and we were off to the races for a taste of wonderful gaming nostalgia.I regret closing the game after being refunded."
"The only multiplayer shooter I've enjoyed so much in forever, with characters and lore that grew on me much deeper than I expected. It was nice while it lasted."
And it's gone.
"They refunded concord from me, do we think I can still hit level 100 for the platinum PlayStation trophy? Currently level 15"
R.I.P
"Well. It's dead, and there is still money in my pocket. Oh Concord :/ It's a 6/10 at worst, and I'm genuinely gonna miss the hero mechanics in this game. Did this need to take 8 years to develop? No. It feels like a game that would have been a 7/8 about a decade ago but now is a symbol of how stagnant the industry has become. And while I can't totally disagree with that sentiment, there was a solid game here, if nothing that would set the world on fire.Sony and the rest need to stop spending hundreds of millions on the ""Games as a service"" model for every single genre of game. Game budgets are getting out of control and failure is just getting more and more expensive. We don't want you to play it safe, we want you to scale back these gargantuan rehashes of the same formulas to a level where you can actually maintain them if the player-base doesn't hit 50k concurrent players in the first week of it's life. All of the marketing and CGI promos won't save a game if the audience can get a similar experience elsewhere for cheaper. If this had shipped with any sort of substantial offline content, Sony probably wouldn't be in this mess right now.All that being said, I wish Firewalk studios luck with whatever happens next. Regardless of how mismanaged this project was, there is genuine talent there, and it shows despite it's flaws."
Adding this in before its fully refunded. I only got the chance to play a few games due to vacation but this seemed like a great game and I was interested in playing more.Can't believe one of the top reasons it got review bombed is pronouns. I didn't even notice the game did that until I saw the comments. Millions of dollars wasted over men's fragile egos.Here's to hoping you all have children that use pronouns. Cheers
"Good game, great designs, great gameplay. Does interesting unique things with the genre. Fills a niche that nothing else really fills."
pretty sure im the #1 roka player
"This was the biggest flop I've ever saw that I've enjoyed playingWelp, back to deadlock I guess."
fun should have just been free
"I'm gonna miss this game, its alot of fun. definitely not worth full price but still an enjoyable game."
It was fun while it lasted.
Pour one out for the homie concord.
"This game was actually pretty fun I was kinda expecting more of a Battleborn experience with a focus on fps pvp game modes. While the later is true its nothing like my beloved Battleborn. Thats okay, this game had some interesting mechanics that I wish could have been appreciated by more. It seems being a paid game touched by lil-baby inc is enough for masses to ignore. Albeit this game was not worth 40 bucks considering the content and I could be wrong but it seemed like there was going to be more content dripped into it yet it didnt have this. But now if you havent yet Get your refund cause they are shutting themselves down.I enjoyed:-The different ways to earn charges for your abilities depending on your characters-Passive buffs earned from previous characters incentivizes character changes to stack buffs in each game-Unique Characters that make sense-As a paid game the cosmetics were all achievable without extra pay which is refreshing from the money grabbing games everyone falls in love with.-Interesting unique customization for each character (Wish there were more made it seem kinda beta with such few optionsDifficult to enjoy-- Not enough Content- Story feels like it grabs you in and then just leaves you there.- Characters dont really have any progression it seems aside from cosmetics \- Basic Game modes for a game that seems to not want to be basic"
"ive never left a steam review. also dont spend much time online cuz im always working and old. i recently learned about the hate so i dont have any bias. played roka the whole time. game was polished and evrything worked. everyone says go play over watch. we all did and were sick of it. doesnt overwatch have overwhemingly negative reviews? everyone hates that game now too. i thought roka movement was unique and the set up of her abilities was giving me flow state and i will miss her. i thought people loved sony? didnt they make all our metal gear and gran turismo memories? and all those blockbuster in the last year? God of war, the last of us, all the spiderman, ratchet and clank, final fantasies etc. i figured if sony backed it, it would be quality. i found it to be. sucks theyre pulling it. i appreciated the game and wont forget it. thx firewalk and sony. i know the gaming space is crowded but i thought it could have its own lane. i had my own fun and thats my 2 cents."
Game was fun despite its short lived game.Failed manily due to the fact that basment dwellers with nothing better to do in their time then moan that about a game being inclusive because it hurt their narrow world view is what killed it. These people are by their own definition 'Snowflakes' because they did not like a game that was being inclusive. They ignored the game-play and went and targeted the devs being rude and harsh just because it did not also match their conservative viewCould this game done better if it was F2P? 100%But the narrow view of other PC Gamers would only bring it down.If they ignored all the things that annoyed them then they would see the game for what it was. A fun shooter with characters and good well designed maps.IDC if people give me clown awards on Steam.
welp.
Omg Im so excited to try this new multiplayer game I hope it doesnt get shutd
"Concord is a victim of a long dev cycle and uninspired direction. If this was free-to-play, it might've had a chance to cultivate a dedicated player base, but even then those players may have moved on to better games. Concord has a cool galaxy and lore that I wish was used for a single-player game.Actually, forget that.Sony, just fund that [b] Bloodborne PC port [/b] pls and drown in money? [i] Pretty please? [/i] Thanks."
[b][h1]this is a great video game i dont know what all the complaints are aboutlove it
8 years in development 2 weeks onlineconcord is no longer available on steam just give us last of us 2 pc and add factions 2 to the last of us 3 game.I was enjoying concord for the short time it lasted but with it ending like this I can't leave a positive review
I liked it.
"not good, your typical modern hero shooter with no passion, no real standout flair, its just bland and bad"
"Sadly, I can't refund it no more so it's gonna collect dust in my PC.The game is fun but man, I really had high hopes for this game and it's just bad. The character designs feel very bland and don't get me started with the weapon skins.... THERE IS'T ANY! Just awful colors to use on the characters weapons.I'll give it another go when it becomes free just to see if people play it."
"I like it, especially that you don't have to group up like everyone says."
"Edit: Mass refunds and a shut down in under a month. WowTLDR: Game is a ton of fun but I can't recommend someone spend $40 on it at this moment. If the game is made free to play, or goes on a decent sale, I would recommend.Elephant in the room, player count. People will cope and say queues are still fast but that is only because there is 0 SBMM and no region locking WITH crossplay default enabled. Even still the no respawn mode (Rivalry) has long queues at all times, sometimes nobody queuing it at all. Speaking of Rivalry, players throwing to quickly farm XP has been an issue since launch weekend and devs have done nothing to fix it, they've been silent post launch. This makes the mode only playable with a full stack, which will lead to you 4-0'ing every match, at least in my experience. Suffice it to say the playercount is a massive issue. While the numbers are for sure better on playstation, I have serious doubts that they would even be called good, I suspect there is sub 500 players online at any given time as of 2 weeks post launch.This leaves the other 2 respawn queues, TDM/Kill Confirmed and Domination/Hardpoint. These are both fun and I enjoy both, but there are issues with these modes. TDM matches are always far too short, the kill count should be increased from 30 to 50. Kill Confirmed is actually great, I don't have a suggested change for it. Domination and Hardpoint are both balanced around constant contesting. 2 good teams will lead to long matches where both teams struggle to garner a significant lead. A missmatched lobby will lead to quick games with score gaps of 100+. When these games go the distance they are great fun. Unfortunately due to the lack of SBMM, no doubt further impacted by the low player count, these long high quality matches are not the norm.The core gameplay here is fantastic. Destiny PVP but way better. People compare this to Overwatch a lot but it plays nothing like that. Healing for example is very slow, so fights can end very quickly despite the generally long TTK if you don't play with your team or stand in the open. There are so many small details here that are very clever and do a lot to make basic hero shooter mechanics more engaging. A quick example is how this game does ability recharging. Every ability is unique in this regard. Some are on a timer like normal, others require kills, others pickups, and others character specific things like getting a scan with a different ability and interacting with that again. There are tons of small twists like this on the standard multiplayer hero shooter formula and almost all of them are great changes. The best way to engage with these systems is in the Rivalry mode, especially the crew bonus system that rewards swapping characters, but unfortunately Rivalry is kind of ruined by previously mentioned issues.People really don't like the character designs. I'm probably 50/50 like/hate on the roster. I really like some of the character designs like Kyps and Jabali, but then there are huge stinkers like Daw and Bazz (although when you unlock different glasses for Bazz she is way better IMO). There is 0 sex appeal here, which I think is what has most people upset even though they would never admit it. Whether or not this matters a ton is is up to you. For me this is not a major issue, I play these kind of games for the gameplay and if it looked like Roblox with fancy lighting and effects I wouldn't really care. Aside from character models the game looks very good IMO.Tech wise I've only had some infrequent crashing and small bugs. I am on a 4070ti Super with an AMD 7800x3D though so I can't really comment on performance. Runs good for me, might not on a worse setup.Im a Sci Fi guy, big on Star Wars pre Disney and I love Mass Effect. This games lore/world has a lot to like. You can read about an astonishing amount of things in the ""Galactic Guide"", essentially this games prettier version of the mass effect codex. Unfortunately there is no voice acting here so it is a lot of reading. Some sneak peeks here: The entire galaxy is slowly being consumed by something called the tempest, the pseudo galaxy government known as the guild is consuming the finite resources without having a plan for when they run out, and most of the food people eat are giant squid like creatures from another planet doused in grounded up egg goo that makes it taste good. People dismiss this mode, but I think its a great addition and its clear that a lot of effort has been put into this. Were this game to have a long lifespan (which I seriously doubt at this point) there would be so many cool ways for the story to go. You can also read this while you are in queue which is very nice.There are also the weekly ""vignettes"" but both featured so far were also in the beta so this has been extremely underwhelming as of now.With the $40 price tag some promises were made and there was also some automatic expectations. I have been overall disappointed with the value for my money when it comes to this. One thing that was promised thanks to the price tag was no paid battle pass, which is true come launch. Progression in this game is based on your account level and individual character level. Both account and character levels earn you separate rewards. Unfortunately a lot of the rewards you will be earning here are underwhelming. Trinkets seen as battle pass filler in other games still make their appearance here despite the lack of battlepass. Here they serve as progression filler so they can tell you there is a reward in the next few levels when all it ends up being is a weapon charm you probably won't even bother to equip. There are also a TON of re-colours.Furthermore a lot of the ""big"" rewards you will eventually earn like legendary skins kind of suck. Like the character designs, legendary skins are probably 50/50 good/bad. Emari's is great and fixes a character who I don't like the regular look of. Meanwhile Jabali's biggest change is some horns on his hat. Despite some of these underwhelming rewards levelling also takes a SIGNIFICANT amount of time. With 60 hours in the game as of writing (5 or so being afk or accidentally left on) I still do not have a single character at level 20, and multiple still not at level 10. My account level is only just 50, with the hardest achievement in the game being to reach account level 100. I have only seen one of these legendary skins in the wild during a match. Progression could be 2x as fast and I would still probably think its a bit slow, but that would be a great improvement.There is a cosmetic shop coming with the season 1 patch scheduled for October (although we will see how this schedule holds given the games launch), and I will be very upset if a bunch of way cooler skins are added with it and nothing else is added to the games current progression.I don't regret buying the game, I expected to only get 2 months or so out of it as casual shooter game I could play on the side, but I didn't think the numbers would be THIS bad. I can't recommend a purchase in its current state unless devs come out with some sort of action plan. If it ever does go free or on a deep sale I highly recommend, because the actual game that is here is very good."
"Edit: I watched this game die right in front of my eyes this is kinda sad.I want to give this game a hug and tell it that it's going to be ok.I haven't played much but I did play the beta and from everything I've played I do really enjoy this game. The shooting is really tight and solid, each of the character kits work well with each other and really encourage team coordination (I also don't care at all about the character designs, they're fine and it's a first person game so you don't really see them anyway), and I just had a blast playing it. Sadly, I just don't think it's going to last very long and even though I like it and want to recommend it, I can't because it probably isn't going to last very long. I do like the game so I'll keep this positive but hopefully it turns it around."
"Overall good game, not having a store or being free to play may be a no go for people, but give it shot see if ya like it"
"Above all else, the game is very fun (plays like Destiny's Crucible mode). Matchmaking doesn't take long and the game is relatively stable (maybe 1 crash every few days?)."
Combat is fun... yeah.But good god... I have never come across some characters as hideous as these.....The ugliest of them all is IT-Z. The f*ck is that?! It's the guy from Steptoe & Son!
10/10 ign
I don't think this game will have more than Season 0.EDIT: I guess I was right
"As a Destiny 2 Crucible player, there are many things I like about Concord, yet I cannot in good consciousness leave a positive review due to some fundamental issues with the launch version of the game.First, the obvious problem is a lack of players. This means when you do find a game, you will most likely find the same players. There can be no doubt that Concord has really clicked for a dozen of players, which you will find out, when your entire team of level 2 accounts blindly rushes into the open, to get absolutely destroyed in seconds. I suppose the only upside of the long queue times, is that by the time people actually get into a game, the Steam refund window will be closed.Many reviewers have already commented on the bland character designs, which is very disappointing considering the rich worldbuilding, gorgeous environments and Bungie skyboxes. I am willing to bet my Canadian pesos that if you show a random person a picture of Teo, they would be hard pressed to tell you which game he's from. The character design is not just a failure in an aesthetic sense: given that many of the crucial roles are so visually unappealing, in random games (the only ones you can currently play due to the aforementioned lack of players) everyone will lock down the same 4 or 5 characters, which results in poor team compositions. Now I am not saying that every game needs anime waifus, but it is very important to make support and tank characters visually appealing, so that people would want to pick them. Meanwhile, players will be wondering how the hell Daw passed military qualification, lock down Star Child, and then rush into a chokepoint to get instantly obliterated.For a $40 game, the customisation is simply not there. Each character will have 5-6 recolours, and a low-effort legendary skin that will often be somehow worse than the default outfit. For a game with such high production values, it is puzzling that the developers have spent no effort on making cosmetics unlocks visually-appealing. By comparison, if you were to spend that money on a couple of season passes for the Free-to-Play games Concord is attempting to compete with, you will end up with a bunch of outrageous, distinct outfits that probably play the sad whale song each time you score a kill.In Concord, you can unlock variants of the 16 classes through five sets of objectives, with some variants being significantly stronger than the starting loadouts. I am definitely not a fan of this system, and it feels like a cheap way to add unlockables instead of designing a comprehensive loadout system: some guns just don't feel great, and it would be great to have some gear customisation options, instead of avoiding a character because their one weapon sucks. Yes, I get the game balance angle, but surely Concord have enough combined experience making PVP games to balance about 18 different guns!The gunplay is mostly satisfying, some maps are quite good, and there is a lot of good game design, which makes Concord encounters interesting and enjoyable. Nonetheless, with all these issues, I just can't recommend the game and, by the time you read this review, the game will simply not have enough players to be worth saving. Also, and this can't be stressed enough, this game took 8 years to make. WHY??"
How can I hop on Concord if there's no one who will hop on Concord with me?
A lot like OG destiny PVP.
"Pros- the game looks very nice- characters are interesting if decisive, each have different move sets- I was able to join active games (in brawl mode) within 2 or 3 minutes usuallyNegatives- game crashed 3 times while I played in almost 2 hours- some characters (like the controversial bigger lady) are extremely slow, and while they have a powerful weapon with lots of ammo, are essentially just a moving target. Perhaps made for less skilled gamers (which on the surface is fine)- not enough variation. The game modes available would get stale after a while. The cut scenes, while nicely rendered are pretty pointless not affecting the overall gameplay. It's a nice lick of paint on an entry level carThe gaming community critics are right - it should be free to play. Even in Sony squandered 100 million on it (which I somewhat wonder if this is true because it has an indie level game feel at times), they're not going to recoup their losses and it's not going to find the community it so desperately needs.Make it free and let the modders turn it into Unreal Tournament 99 remake (which it almost feels like at times - that's a positive), and then it might save this lumbering beast of a failure.A failure with potential, I should add. It did seem fun in places but yes I ultimately refunded because I value my $60 AUD.Lastly I should add, I'm running it on an RTX 2060 and had to have it on lowest settings, frame rate dipped a lot - that could be on me cause I was trying to stream it for the short time I played it which took away from some CPU usage, but it is potentially fairly hardware intensive."
wack
"good game, ignore the bigots"
